"Category","SubCategory","Quote","Author","AuthorFacts","Keywords"
"Inspirational",,"There are many shining qualities on the mind of man; but none so useful as discretion. It is this which gives a value to all the rest, and sets them at work in their proper places, and turns them to the advantage of their possessor. Without it, learning is pedantry; wit, impertinence; virtue itself looks like weakness; and the best parts only qualify a man to be more sprightly in errors, and active to his own prejudice. Though a man has all other perfections and wants discretion, he will be of no great consequence in the world; but if he has this single talent in perfection, and but a common share of others, he may do what he pleases in his station of life.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Discretion, Errors, Learning, Life, Man, May, Mind, Perfection, Prejudice, Rest, Talent, Value, Virtue, Weakness, Will, Wit, Work, World"
"Inspirational","Patience","I do not believe that sheer suffering teaches. If suffering alone taught, all the world would be wise, since everyone suffers. To suffering must be added mourning, understanding, patience, love, openness and the willingness to remain vulnerable.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Love, Mourning, Patience, Suffering, Understanding, World"
"Inspirational","Greatness","It is the privilege of posterity to set matters right between those antagonists who, by their rivalry for greatness, divided a whole age.","Joseph Addison ","English essayist, poet, & politician  (1672 - 1719)","Age, Greatness, Posterity, Privilege, Right, Rivalry"
"Inspirational","Honor","Content thyself to be obscurely good. When vice prevails, and impious men bear sway, the post of honor is a private station.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Content, Honor, Men, Post, Vice"
"Inspirational","Courage","Courage is the thing. All goes if courage goes.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Courage"
"Inspirational","Advice","A woman seldom asks advice before she has bought her wedding clothes.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Advice, Clothes, Wedding, Woman"
"Inspirational","Curiosity","Everything that is new or uncommon raises a pleasure in the imagination, because it fills the soul with an agreeable surprise, gratifies its curiosity, and gives it an idea of which it was not before possessed.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Curiosity, Idea, Imagination, Pleasure, Soul"
"Inspirational","Crime","Education is a companion which no misfortune can depress, no crime can destroy, no enemy can alienate,no despotism can enslave. At home, a friend, abroad, an introduction, in solitude a solace and in society an ornament.It chastens vice, it guides virtue","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Crime, Education, Enemy, Friend, Home, Misfortune, Society, Solitude, Vice, Virtue"
"Inspirational","Success","Man is distinguished from all other creatures by the faculty of laughter.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Laughter, Man"
"Inspirational","Happiness","The grand essentials to happiness in this life are something to do, something to love, and something to hope for.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Happiness, Hope, Life, Love"
"Inspirational","Happiness","The person who has a firm trust in the Supreme Being is powerful in his power, wise by his wisdom, happy by his happiness.","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Being, Happiness, Power, Trust, Wisdom"
"Inspirational","Intensity","Men may change their climate, but they cannot change their nature. A man that goes out a fool cannot ride or sail himself into common sense. ","Joseph Addison","English essayist, poet, & politician  (1672 - 1719)","Change, Climate, Common sense, Fool, Man, May, Men, Nature"
"Inspirational",,"Gratitude, like love, is never a dependable international emotion.","Joseph Alsop","","Emotion, Gratitude, Love"
"Inspirational","Hate","I hate mankind, for I think myself one of the best of them, and I know how bad I am.","Joseph Baretti","","Hate, Mankind"
"Inspirational","Books","There are worse crimes than burning books. One of them is not reading them.","Joseph Brodsky","","Books, Reading"
"Inspirational","Ethics","For aesthetics is the mother of ethics. Were we to choose our leaders on the basis of their reading experience and not their political programs, there would be much less grief on earth. I believe-not empirically, alas, but only theoretically-that for someone who has read a lot of Dickens to shoot his like in the name of an idea is harder than for someone who has read no Dickens.","Joseph Brodsky","","Aesthetics, Earth, Ethics, Experience, Grief, Idea, Leaders, Mother, Name, Reading"
"Inspirational","Spirituality","The surest defense against Evil is extreme individualism, originality of thinking, whimsicality, even, if you will, eccentricity. That is, something that can’t be feigned, faked, imitated; something even a seasoned imposter couldn’t be happy with.","Joseph Brodsky","","Defense, Eccentricity, Evil, Extreme, Individualism, Originality, Thinking, Will"
"Inspirational","Fate & Destiny","We must be willing to get rid of the life we???ve planned, so as to have the life that is waiting for us.","Joseph Campbell","","Life, Waiting"
"Inspirational","Strength","When you are required to exhibit strength, it comes.","Joseph Campbell ","","Strength"
"Inspirational","Experience","I don't believe people are looking for the meaning of life as much as they are looking for the experience of being alive.","Joseph Campbell","","Being, Experience, Life, Meaning, People"
"Inspirational","Encouragement","But if a person has had the sense of the Call -  the feeling that there's an adventure for him and if he doesn't follow that, but remains in the society because it's safe and secure, then life dries up.","Joseph Campbell","","Adventure, Feeling, Life, Sense, Society"
"Inspirational","Experience","Eternity has nothing to do with the hereafter... This is it... If you don't get it here, you won't get it anywhere. The experience of eternity right here and now is the function of life. Heaven is not the place to have the experience here's the place to have the experience.","Joseph Campbell","","Eternity, Experience, Heaven, Life, Nothing, Now, Right"
"Inspirational","Heroes","Furthermore, we have not even to risk the journey alone; for the heroes of all time have gone before us; the labyrinth is thoroughly known; we have only to follow the thread of the hero-path. And where we had thought to find an abomination, we shall find","Joseph Campbell","","Heroes, Journey, Risk, Thought, Time"
"Inspirational","Purpose","If you have the guts to follow the risk, however, life opens, opens, opens up all along the line. ","Joseph Campbell","","Life, Risk"
"Inspirational","Dreams","Myths are public dreams, dreams are private myths.","Joseph Campbell","","Dreams, Myths, Public"
"Inspirational","Intensity","To live a creative life, we must lose our fear of being wrong. ","Joseph Chilton Pearce","American Writer;","Being, Fear, Life, Wrong"
"Inspirational","Intelligence","Play is the only way the highest intelligence of humankind can unfold.","Joseph Chilton Pearce","American Writer;","Intelligence, Play"
"Inspirational","Trust","Woe to the man whose heart has not learned while young to hope, to love - and to put its trust in life.","Joseph Conrad","English (Polish-Ukrainian-born) novelist  (1857 - 1924)","Heart, Hope, Life, Love, Man, Trust"
"Inspirational","Friends","You shall judge a man by his foes as well as by his friends.","Joseph Conrad","English (Polish-Ukrainian-born) novelist  (1857 - 1924)","Friends, Man"
"Inspirational",,"We live as we dream - alone.","Joseph Conrad","English (Polish-Ukrainian-born) novelist  (1857 - 1924)","Dream"
"Inspirational","Action","Action is consolatory. It is the enemy of thought and the friend of illusions.","Joseph Conrad","English (Polish-Ukrainian-born) novelist  (1857 - 1924)","Action, Enemy, Friend, Thought"
"Inspirational","Work","I don't like work... but I like what is in work -- the chance to find yourself. Your own reality -- for yourself, not for others -- which no other man can ever know.","Joseph Conrad","English (Polish-Ukrainian-born) novelist  (1857 - 1924)","Chance, Man, Reality, Work"
"Inspirational","Conscience","All a man can betray is his conscience","Joseph Conrad","English (Polish-Ukrainian-born) novelist  (1857 - 1924)","Conscience, Man"
"Inspirational","Passion","As in political so in literary action a man wins friends for himself mostly by the passion of his prejudices and the consistent narrowness of his outlook.","Joseph Conrad","English (Polish-Ukrainian-born) novelist  (1857 - 1924)","Action, Friends, Literary, Man, Passion"
